surface(m²),pieces,chambres,salles de bains,etat,etage,ans,ville,autre,prix(DHs),lienImage,lienArticle
123 m²,2 Pièces,5 Chambres,3 Salles de bains,Bon état,"6ème
					étage",20-30 ans,Bourgogne Ouest à Casablanca,Jardin Terrasse Garage Ascenseur Vue sur mer Concierge Salon Marocain Salon européen Climatisation Sécurité  Type du sol:  Carrelage  ,2090000 DH,https://www.mubawab-media.com/ad/7/338/660F/h/20211226_171245_16392065.jpg,https://www.mubawab.ma/fr/a/7338660/residence-yanis-numero-17-rue-abou-abbes-bourgogne-c%C3%B4t%C3%A9-mosqu%C3%A9e-badr-a-80-metre-de-bd-zerktouni
55 m²,2 Pièces,,,Nouveau,,1-5 ans,Marjane à Tanger,,550000 DH,https://www.mubawab-media.com/ad/7/636/469F/h/IMG-20230118-WA0054_41010426.jpg,https://www.mubawab.ma/fr/a/7636469/appartement-en-vente-%C3%A0-marjane-1-chambre-
173 m²,8 Pièces,4 Chambres,3 Salles de bains,Bon état,,,Maârif à Casablanca,Garage Ascenseur Concierge Salon Marocain Salon européen ,13000 DH,https://www.mubawab-media.com/ad/7/621/148F/h/02.0_39658284.jpg,https://www.mubawab.ma/fr/a/7621148/apprtement-173-m%C2%B2-a-casablanca
98 m²,2 Pièces,2 Chambres,2 Salles de bains,Bon état,"3ème
					étage",10-20 ans,Al Warda à Tanger, Orientation:  Est  Façade extérieure  Type du sol:  Carrelage  ,550000 DH,https://www.mubawab-media.com/ad/7/612/563F/h/APPART-TANGER1-1_38734852.jpg,https://www.mubawab.ma/fr/a/7612563/appartement-%C3%A0-vendre-%C3%A0-tanger
59 m²,2 Pièces,2 Chambres,,Nouveau,"4ème
					étage",5-10 ans,Sidi Bouzid, Orientation:  Ouest  Vue sur mer Salon Marocain Cuisine équipée Réfrigérateur  Type du sol:  Carrelage  ,260000 DH,https://www.mubawab-media.com/ad/7/636/451F/h/Screenshot_20230204_225915_Gallery_41010307.jpg,https://www.mubawab.ma/fr/a/7636451/vente-appartement-meubl%C3%A9-sidi-bouzid
60 m²,2 Pièces,,,Bon état,"2ème
					étage",1-5 ans,Moujahidine à Tanger, Orientation:  Nord  Ascenseur Concierge Sécurité ,390000 DH,https://www.mubawab-media.com/ad/7/634/498F/h/Screenshot_20230204-190101_41010218.jpg,https://www.mubawab.ma/fr/a/7634498/appartement-%C3%A0-vendre-%C3%A0-moujahidine-1-belle-chambre-ascenseur-
76 m²,4 Pièces,3 Chambres,,Bon état,"2ème
					étage",5-10 ans,Aïn Sebaâ à Casablanca,,700000 DH,https://www.mubawab-media.com/ad/7/636/441F/h/2E50715E-0C39-4CBE-B31E-6F7320C3609D_41010271.jpeg,https://www.mubawab.ma/fr/a/7636441/appartement-%C3%A0-vendre-pr%C3%A8s-de-clinique-ain-sbaa
80 m²,6 Pièces,3 Chambres,,Bon état,"1er
					étage",10-20 ans,Beni Touzine à Tanger, Orientation:  Nord  Concierge Salon Marocain Cuisine équipée  Type du sol:  Carrelage  ,,https://www.mubawab-media.com/ad/7/636/435F/h/photo_0_41010163.jpg,https://www.mubawab.ma/fr/a/7636435/bel-appartement-%C3%A0-vendre-%C3%A0-beni-touzine-6-grandes-pi%C3%A8ces-concierge
62 m²,3 Pièces,2 Chambres,,Bon état,"3ème
					étage",,Route Casablanca à Marrakech,Garage Ascenseur  Type du sol:  Carrelage  ,10000 DH,https://www.mubawab-media.com/ad/7/636/379F/h/WhatsApp%20Image%202022-09-08%20at%2012.29.36_41009716.jpeg,https://www.mubawab.ma/fr/a/7636379/appartement-bien-situ%C3%A9-%C3%A0-vendre
81 m²,2 Pièces,2 Chambres,,Bon état,"1er
					étage",5-10 ans,Dar Bouazza, Orientation:  Nord  Jardin Terrasse Garage Piscine Meublé Salon Marocain Salon européen Sécurité Double vitrage Cuisine équipée Four  Type du sol:  Parquet  ,980000 DH,https://www.mubawab-media.com/ad/7/636/337F/h/photo_0_41004499.jpg,https://www.mubawab.ma/fr/a/7636337/appartement-en-vente-%C3%A0-dar-bouazza-2-grandes-pi%C3%A8ces-meubl%C3%A9
83 m²,3 Pièces,2 Chambres,,Bon état,,1-5 ans,Oulad Wjih à Kénitra,,480000 DH,https://www.mubawab-media.com/ad/7/636/323F/h/IMG_2976_41003974.JPG,https://www.mubawab.ma/fr/a/7636323/appartement-a-vendre
105 m²,4 Pièces,3 Chambres,2 Salles de bains,Nouveau,"1er
					étage",,Deroua,Façade extérieure Cuisine équipée ,,https://www.mubawab-media.com/ad/7/636/290F/h/DD4E9449-3115-45F6-8ACB-6A348D0A4343_41002886.jpeg,https://www.mubawab.ma/fr/a/7636290/appartement-en-vente-%C3%A0-deroua
83 m²,3 Pièces,2 Chambres,,Bon état,"3ème
					étage",10-20 ans,Al Azhar à Casablanca,,650000 DH,https://www.mubawab-media.com/ad/7/636/307F/h/IMG-20220826-WA0015_41002775.jpg,https://www.mubawab.ma/fr/a/7636307/appartement-83m2-amana-%C3%A0-vendre-au-prix-de
81 m²,2 Pièces,2 Chambres,,Bon état,"1er
					étage",5-10 ans,Dar Bouazza, Orientation:  Nord  Jardin Terrasse Garage Piscine Sécurité Double vitrage Cuisine équipée Four ,980000 DH,https://www.mubawab-media.com/ad/7/636/248F/h/photo_0_40992649.jpg,https://www.mubawab.ma/fr/a/7636248/superbe-appartement-%C3%A0-vendre-%C3%A0-dar-bouazza-surface-totale-81-m%C2%B2-belle-terrasse-et-jardin
91 m²,3 Pièces,2 Chambres,,Bon état,,,Martil,Jardin Terrasse Ascenseur Piscine Salon européen ,,https://www.mubawab-media.com/ad/7/636/204F/h/IMG-20230129-WA0023_40974802.jpg,https://www.mubawab.ma/fr/a/7636204/vend-appartement-%C3%A0-martil-2-belles-chambres-ascenseur-et-terrasse-
99 m²,2 Pièces,,,Nouveau,,,El Majjatia Ouled Taleb,Garage Ascenseur Concierge ,560000 DH,https://www.mubawab-media.com/ad/7/636/175F/h/WhatsApp%20Image%202022-12-24%20at%2012.53.48%20PM%20%281%29_40966055.jpeg,https://www.mubawab.ma/fr/a/7636175/appartement-%C3%A0-vendre-99-m2-%C3%A0-hal-hal
70 m²,7 Pièces,2 Chambres,,Bon état,"4ème
					étage",1-5 ans,Ouled Moussa à Salé, Orientation:  Sud  Terrasse Vue sur mer Façade extérieure  Type du sol:  Carrelage  ,250000 DH,https://www.mubawab-media.com/ad/7/634/464F/h/WhatsApp%20Image%202022-12-21%20at%2023.52.30_40954984.jpeg,https://www.mubawab.ma/fr/a/7634464/bel-appartement-%C3%A0-vendre-%C3%A0-ouled-moussa-superficie-70-m%C2%B2-imprenable-vue-sur-mer-
65 m²,3 Pièces,2 Chambres,,Bon état,"4ème
					étage",1-5 ans,Ziaten à Tanger, Orientation:  Ouest  Vue sur les montagnes Concierge Façade extérieure Antenne parabolique Climatisation Double vitrage Cuisine équipée Réfrigérateur  Type du sol:  Parquet  ,390000 DH,https://www.mubawab-media.com/ad/7/636/033F/h/IMG-20230120-WA0037_40949339.jpg,https://www.mubawab.ma/fr/a/7636033/appartement-a-vendre-bon-%C3%A9tat
83 m²,8 Pièces,3 Chambres,2 Salles de bains,Nouveau,,,Route ain Chkaf à Fès,Ascenseur Salon Marocain Salon européen Cuisine équipée ,500000 DH,https://www.mubawab-media.com/ad/7/631/620F/h/IMG-20230127-WA0018_40503558.jpg,https://www.mubawab.ma/fr/a/7631620/appartement-splendide
145 m²,2 Pièces,3 Chambres,2 Salles de bains,Bon état,"4ème
					étage",5-10 ans,Bourgogne Est à Casablanca, Orientation:  Est  Terrasse Garage Ascenseur Concierge Chambre rangement Façade extérieure Salon Marocain Salon européen Antenne parabolique Climatisation Cuisine équipée Four Machine à laver Micro-ondes  Type du sol:  Marbre  ,1750000 DH,https://www.mubawab-media.com/ad/7/547/001F/h/IMG_1390_32610580.JPG,https://www.mubawab.ma/fr/a/7547001/vente-appartement-haut-standing-centre-de-casa
123 m²,4 Pièces,3 Chambres,2 Salles de bains,Nouveau,,,Al Hadiqa à Fès,,720000 DH,https://www.mubawab-media.com/ad/7/635/917F/h/photo_0_40948299.jpg,https://www.mubawab.ma/fr/a/7635917/appartement-%C3%A0-vendre-%C3%A0-al-hadiqa-1-pi%C3%A8ce
120 m²,5 Pièces,3 Chambres,,Nouveau,"1er
					étage",1-5 ans,Azrou,,,https://www.mubawab-media.com/ad/7/635/894F/h/photo_0_40947401.jpg,https://www.mubawab.ma/fr/a/7635894/vente-d-un-bel-appartement-%C3%A0-azrou-superficie-120-m%C2%B2-
155 m²,5 Pièces,3 Chambres,3 Salles de bains,Nouveau,"3ème
					étage",1-5 ans,Les princesses à Casablanca, Orientation:  Ouest  Terrasse Garage Ascenseur Vue sur les montagnes Concierge Meublé Façade extérieure Salon Marocain Salon européen Antenne parabolique Climatisation Sécurité Cuisine équipée Réfrigérateur Four Machine à laver  Type du sol:  Marbre  ,3500000 DH,https://www.mubawab-media.com/ad/7/635/827F/h/5D8245A0-772D-4905-B89C-6BC7C59D58E6_40943606.png,https://www.mubawab.ma/fr/a/7635827/appartement-4chsalon-haut-standing-avec-vue-sur-a
85 m²,,2 Chambres,2 Salles de bains,Bon état,,5-10 ans,Route ain Chkaf à Fès,Salon Marocain Salon européen Antenne parabolique Cuisine équipée  Type du sol:  Carrelage  ,500000 DH,https://www.mubawab-media.com/ad/7/635/855F/h/0_40945715.jpg,https://www.mubawab.ma/fr/a/7635855/appartement-%C3%A0-vendre-%C3%A0-route-ain-chkef
161 m²,2 Pièces,3 Chambres,2 Salles de bains,Bon état,"3ème
					étage",5-10 ans,La Ville Haute à Kénitra, Orientation:  Ouest  Terrasse Garage Ascenseur Piscine Concierge Chambre rangement Meublé Façade extérieure Salon Marocain Antenne parabolique Climatisation Chauffage central Sécurité Double vitrage Réfrigérateur Four Machine à laver Micro-ondes ,,https://www.mubawab-media.com/ad/7/635/769F/h/328958762_715440513470793_8889406747108618950_n_40941092.jpg,https://www.mubawab.ma/fr/a/7635769/appartement-agreable-a-kenitra
60 m²,2 Pièces,2 Chambres,,Nouveau,"2ème
					étage",,Martil, Orientation:  Est  Terrasse Antenne parabolique Sécurité  Type du sol:  Carrelage  ,430000 DH,https://www.mubawab-media.com/ad/7/635/682F/h/photo_0_40924177.jpg,https://www.mubawab.ma/fr/a/7635682/bel-appartement-%C3%A0-vendre-%C3%A0-martil-superficie-60-m%C2%B2-syst%C3%A8me-de-parabole-et-r%C3%A9sidence-s%C3%A9curis%C3%A9e-
64 m²,2 Pièces,,2 Salles de bains,Bon état,"1er
					étage",5-10 ans,Mhamid à Marrakech,Jardin Garage Concierge Meublé Façade extérieure Salon Marocain Salon européen Sécurité Cuisine équipée ,710000 DH,https://www.mubawab-media.com/ad/7/635/645F/h/98141413-4742-4559-a8b6-5016a4efb3fe_40916427_20230203162224964.jpg,https://www.mubawab.ma/fr/a/7635645/appartement-a-marrakech-meubl%C3%A9-mhamid-9
50 m²,3 Pièces,,,Bon état,,,Al Aalia à Mohammedia,Jardin Garage Vue sur mer Piscine Concierge Salon Marocain Climatisation Sécurité Cuisine équipée ,630000 DH,https://www.mubawab-media.com/ad/7/635/644F/h/326744981_549934700421625_5032811401300127844_n_40913077.jpg,https://www.mubawab.ma/fr/a/7635644/bel-appartement-50m%C2%B2-en-vente-%C3%A0mohammedia-mansoria
150 m²,5 Pièces,3 Chambres,2 Salles de bains,Bon état,"5ème
					étage",5-10 ans,Oulfa à Casablanca,Terrasse Garage Ascenseur Concierge Chambre rangement Salon Marocain Salon européen Antenne parabolique Climatisation Sécurité Cuisine équipée  Type du sol:  Marbre  ,1700000 DH,https://www.mubawab-media.com/ad/7/271/339F/h/IMG_20200617_114825_13245432.jpg,https://www.mubawab.ma/fr/a/7271339/grand-appartement-avec-terrasse-%C3%A0-tr%C3%A8s-bon-prix
106 m²,,2 Chambres,2 Salles de bains,Nouveau,"1er
					étage",,Dar Bouazza, Orientation:  Ouest  Jardin Terrasse Garage Ascenseur Piscine Concierge Sécurité  Type du sol:  Marbre  ,,https://www.mubawab-media.com/ad/7/635/600F/h/photo_0_40904131.jpg,https://www.mubawab.ma/fr/a/7635600/superbe-appartement-%C3%A0-vendre-%C3%A0-dar-bouazza-surface-totale-106-m%C2%B2-prestation-de-conciergerie-belle-piscine
,10 Pièces,9 Chambres,5 Salles de bains,Bon état,"3ème
					étage",1-5 ans,Berrechid,,,https://www.mubawab-media.com/ad/7/635/580F/h/IMG-20230202-WA0026_40898681.jpg,https://www.mubawab.ma/fr/a/7635580/vend-appartement-%C3%A0-berrechid-9-chambres-
103 m²,3 Pièces,3 Chambres,2 Salles de bains,Nouveau,,,Sidi Allal El Bahraoui,Cuisine équipée Four  Type du sol:  Marbre  ,,https://www.mubawab-media.com/ad/7/635/495F/h/IMG-20230203-WA0006_40891175.jpg,https://www.mubawab.ma/fr/a/7635495/appartement-en-vente-%C3%A0-sidi-allal-el-bahraoui-3-pi%C3%A8ces-cuisine-%C3%A9quip%C3%A9e-
78 m²,,2 Chambres,,Nouveau,"4ème
					étage",1-5 ans,Sala el Jadida à Salé,Jardin Terrasse Garage Ascenseur Concierge Chambre rangement Façade extérieure Salon européen Antenne parabolique Sécurité Cuisine équipée Four  Type du sol:  Carrelage  ,750000 DH,https://www.mubawab-media.com/ad/7/606/785F/h/photo_0_38074116.jpg,https://www.mubawab.ma/fr/a/7606785/bel-appartement-de-78-m2
190 m²,3 Pièces,3 Chambres,2 Salles de bains,À rénover,"5ème
					étage",30-50 ans,Bourgogne Ouest à Casablanca,Garage Ascenseur Concierge ,2000000 DH,https://www.mubawab-media.com/ad/7/345/465F/h/Unknown%20copie_16764417.jpeg,https://www.mubawab.ma/fr/a/7345465/grand-appartement-a-bourgogne
54 m²,2 Pièces,3 Chambres,,Nouveau,"1er
					étage",,Azemmour, Orientation:  Est  Concierge Meublé Façade extérieure  Type du sol:  Carrelage  ,300000 DH,https://www.mubawab-media.com/ad/7/635/462F/h/photo_0_40887041.jpg,https://www.mubawab.ma/fr/a/7635462/appartement-%C3%A0-l-achat-%C3%A0-azemmour-superficie-54-m%C2%B2-meubl%C3%A9
97 m²,4 Pièces,3 Chambres,2 Salles de bains,Nouveau,"2ème
					étage",1-5 ans,Cabo Negro,Jardin Terrasse Garage Ascenseur Vue sur les montagnes Piscine Concierge Salon européen Antenne parabolique Double vitrage Cuisine équipée Réfrigérateur Four Machine à laver Micro-ondes  Type du sol:  Carrelage  ,135000 EUR,https://www.mubawab-media.com/ad/7/245/205F/h/20200227_150306_001_12044912.jpg,https://www.mubawab.ma/fr/a/7245205/bel-appartement-%C3%A0-vendre-%C3%A0-cabo-negro-3-chambres-agr%C3%A9ables-jardin-et-ascenseur-
96 m²,3 Pièces,5 Chambres,3 Salles de bains,Nouveau,,,Taza,,1350000 DH,https://www.mubawab-media.com/ad/7/635/449F/h/IMG-20220113-WA0507_40886950.jpg,https://www.mubawab.ma/fr/a/7635449/appartement-en-vente-%C3%A0-taza-5-chambres-agr%C3%A9ables-
144 m²,3 Pièces,3 Chambres,2 Salles de bains,Nouveau,,,Mehdia,,840000 DH,https://www.mubawab-media.com/ad/7/635/397F/h/photo_0_40886443.jpg,https://www.mubawab.ma/fr/a/7635397/appartement-%C3%A0-l-achat-%C3%A0-mehdia-surface-totale-144-m%C2%B2-
136 m²,,2 Chambres,,Nouveau,"1er
					étage",,Guéliz à Marrakech,Terrasse Garage Ascenseur Concierge ,1950000 DH,https://www.mubawab-media.com/ad/7/635/358F/h/photo_0_40886140.jpg,https://www.mubawab.ma/fr/a/7635358/vend-appartement-%C3%A0-gu%C3%A9liz-superficie-136-m%C2%B2-terrasse-et-ascenseur-
135 m²,2 Pièces,2 Chambres,2 Salles de bains,Bon état,"3ème
					étage",10-20 ans,Mers Sultan à Casablanca, Orientation:  Est  Terrasse Ascenseur Concierge  Type du sol:  Carrelage  ,1650000 DH,https://www.mubawab-media.com/ad/7/635/330F/h/8_40885915.jpg,https://www.mubawab.ma/fr/a/7635330/appartement-de-135m%C2%B2-%C3%A0-mers-sultan
71 m²,3 Pièces,2 Chambres,,Bon état,"3ème
					étage",5-10 ans,Zenata, Orientation:  Est  Jardin Terrasse Garage Ascenseur Piscine Concierge Façade extérieure Salon Marocain Antenne parabolique Climatisation Sécurité Four  Type du sol:  Carrelage  ,10000 DH,https://www.mubawab-media.com/ad/7/635/327F/h/20210130_193352_40885885.jpg,https://www.mubawab.ma/fr/a/7635327/appartement-ain-harrouda
112 m²,,3 Chambres,2 Salles de bains,Bon état,"2ème
					étage",5-10 ans,Anfa à Casablanca, Orientation:  Ouest  Terrasse Garage Ascenseur Concierge Chambre rangement Façade extérieure Salon Marocain Salon européen Antenne parabolique Climatisation Sécurité Double vitrage Cuisine équipée Four  Type du sol:  Marbre  ,2500000 DH,https://www.mubawab-media.com/ad/7/624/658F/h/9589_40877719.jpeg,https://www.mubawab.ma/fr/a/7624658/vente-appartement-bon-%C3%A9tat
160 m²,5 Pièces,3 Chambres,2 Salles de bains,Bon état,,5-10 ans,Sefrou,Façade extérieure ,450000 DH,https://www.mubawab-media.com/ad/7/634/839F/h/IMG-20220901-WA0022_40833253.jpg,https://www.mubawab.ma/fr/a/7634839/vente-d-un-bel-appartement-%C3%A0-sefrou-surface-totale-160-m%C2%B2-
65 m²,,2 Chambres,2 Salles de bains,Bon état,"7ème
					étage",5-10 ans,Mesnana à Tanger,Jardin Garage Ascenseur Concierge Cuisine équipée Réfrigérateur Four Machine à laver  Type du sol:  Carrelage  ,550000 DH,https://www.mubawab-media.com/ad/7/634/425F/h/WhatsApp%20Image%202023-02-01%20at%2013.22.13%20%283%29_40813190.jpeg,https://www.mubawab.ma/fr/a/7634425/apart-ds-une-res-securise-en-vente-%C3%A0-tanger
61 m²,2 Pièces,,,Bon état,"5ème
					étage",,Guéliz à Marrakech, Orientation:  Sud  Terrasse Garage Ascenseur Concierge Chambre rangement Meublé Façade extérieure Salon européen Climatisation Sécurité Double vitrage Cuisine équipée Réfrigérateur Four Machine à laver Micro-ondes  Type du sol:  Marbre  ,999000 DH,https://www.mubawab-media.com/ad/7/634/068F/h/Palace%20B%20-%20S%C3%A9jour%20%281%29_40821726.jpg,https://www.mubawab.ma/fr/a/7634068/appartement-refait-neuf-61m2-marrakech-gu%C3%A9liz-gare
56 m²,,2 Chambres,2 Salles de bains,Nouveau,"4ème
					étage",1-5 ans,Errahma,Ascenseur Cuisine équipée Four ,330000 DH,https://www.mubawab-media.com/ad/7/634/743F/h/IMG-20230130-WA0007_40825028.jpg,https://www.mubawab.ma/fr/a/7634743/appartement-%C3%A0-vendre
65 m²,2 Pièces,2 Chambres,,Nouveau,,,Saïdia,,,https://www.mubawab-media.com/assets/common/no-photo/m/no-photo.jpg,https://www.mubawab.ma/fr/a/7634707/superbe-appartement-%C3%A0-vendre-%C3%A0-sa%C3%AFdia-2-belles-chambres
106 m²,3 Pièces,2 Chambres,,Bon état,"1er
					étage",5-10 ans,Bourgogne Ouest à Casablanca,,17000 DH,https://www.mubawab-media.com/ad/7/634/685F/h/EBOF6206_40822350.JPG,https://www.mubawab.ma/fr/a/7634685/appartement-bourgogne
130 m²,5 Pièces,3 Chambres,,Bon état,"2ème
					étage",,Massira 1 à Temara,Terrasse Garage ,,https://www.mubawab-media.com/ad/7/634/697F/h/photo_0_40822346.png,https://www.mubawab.ma/fr/a/7634697/vend-appartement-%C3%A0-massira-1-superficie-130-m%C2%B2-places-de-parking-et-terrasse
85 m²,3 Pièces,2 Chambres,2 Salles de bains,Nouveau,"3ème
					étage",5-10 ans,Errahma, Orientation:  Nord  Terrasse Garage Ascenseur Concierge Salon Marocain Salon européen Antenne parabolique Cheminée Cuisine équipée Four  Type du sol:  Marbre  ,680000 DH,https://www.mubawab-media.com/ad/7/629/736F/h/photo_0_40357877.jpg,https://www.mubawab.ma/fr/a/7629736/appartement-%C3%A0-vendre-%C3%A0-errahma-2-un-salon-2-chambres-agr%C3%A9ables-2-salles-de-bain-ascenseur-et-terrasse
155 m²,5 Pièces,3 Chambres,,Bon état,"3ème
					étage",20-30 ans,Saada à Fès,Terrasse Chambre rangement Façade extérieure Salon Marocain Antenne parabolique Climatisation Porte blindée ,650000 DH,https://www.mubawab-media.com/ad/7/634/673F/h/9_40822113.jpg,https://www.mubawab.ma/fr/a/7634673/appartement-%C3%A0-vendre
93 m²,3 Pièces,2 Chambres,,Nouveau,"4ème
					étage",1-5 ans,Tamesna, Orientation:  Nord  Garage Ascenseur Concierge  Type du sol:  Carrelage  ,650000 DH,https://www.mubawab-media.com/ad/7/634/656F/h/IMG_6307_40821967.JPG,https://www.mubawab.ma/fr/a/7634656/appartement-%C3%A0-tamesna-r%C3%A9sidence-al-ward
81 m²,2 Pièces,2 Chambres,,Bon état,"1er
					étage",5-10 ans,Dar Bouazza, Orientation:  Nord  Jardin Terrasse Garage Piscine Sécurité Double vitrage Cuisine équipée Four  Type du sol:  Parquet  ,980000 DH,https://www.mubawab-media.com/ad/7/634/623F/h/FB_IMG_1675158500354_40821575.jpg,https://www.mubawab.ma/fr/a/7634623/appartement-a-vendre-a-darbouazza-superficie-81m2
60 m²,,2 Chambres,,Bon état,"4ème
					étage",5-10 ans,Mandarona à Casablanca, Orientation:  Sud  Ascenseur Salon Marocain Salon européen Antenne parabolique Cuisine équipée  Type du sol:  Marbre  ,1100000 DH,https://www.mubawab-media.com/ad/7/634/617F/h/photo_0_40821516.jpg,https://www.mubawab.ma/fr/a/7634617/appartement-en-vente-%C3%A0-mandarona-surface-de-60-m%C2%B2-syst%C3%A8me-de-parabole-et-salon-marocain
60 m²,3 Pièces,2 Chambres,,Bon état,,5-10 ans,Bernoussi à Casablanca, Orientation:  Sud  Terrasse Garage Salon Marocain Climatisation Porte blindée Cuisine équipée  Type du sol:  Carrelage  ,460000 DH,https://www.mubawab-media.com/ad/7/634/510F/h/IMG_9787_40815405.jpg,https://www.mubawab.ma/fr/a/7634510/vente-appartement-3-pi%C3%A8ces-60-m%C2%B2
70 m²,,3 Chambres,,Bon état,,,Larache,Ascenseur Piscine Sécurité Cuisine équipée ,380000 DH,https://www.mubawab-media.com/ad/7/634/501F/h/photo_4_40814945.jpg,https://www.mubawab.ma/fr/a/7634501/appartement-en-vente-%C3%A0-larache-superficie-70-m%C2%B2-grande-piscine
160 m²,2 Pièces,2 Chambres,2 Salles de bains,Nouveau,"5ème
					étage",5-10 ans,Nouvelle Ville à Fès, Orientation:  Nord  Terrasse Ascenseur Chambre rangement Meublé Salon européen Antenne parabolique Climatisation Chauffage central Sécurité Double vitrage Cuisine équipée Réfrigérateur Four Machine à laver Micro-ondes  Type du sol:  Carrelage  ,,https://www.mubawab-media.com/ad/7/634/443F/h/IMG_20230107_183412_40813594.jpg,https://www.mubawab.ma/fr/a/7634443/appartement-%C3%A0-l-achat-%C3%A0-nouvelle-ville-surface-totale-160-m%C2%B2-meubl%C3%A9-
87 m²,4 Pièces,2 Chambres,,Bon état,"5ème
					étage",5-10 ans,El Mers 1 à Tanger,Jardin Ascenseur Concierge Meublé Façade extérieure Salon Marocain Antenne parabolique Chauffage central Sécurité Porte blindée Cuisine équipée Four ,700000 DH,https://www.mubawab-media.com/ad/7/634/428F/h/WhatsApp%20Image%202023-01-31%20at%2015.30.59%20%281%29_40812443.jpeg,https://www.mubawab.ma/fr/a/7634428/appartement-meubl%C3%A9-4pi%C3%A8ces-87m%C2%B2-en-vente-%C3%A0-el-majd
120 m²,4 Pièces,4 Chambres,2 Salles de bains,Bon état,"1er
					étage",,Hay Moulay Rachid 1 à Casablanca,,8000 DH,https://www.mubawab-media.com/ad/7/632/794F/h/403f99bf-af97-4338-aa44-df856037a551_40802602.jpeg,https://www.mubawab.ma/fr/a/7632794/tr%C3%A8s-bel-appartement-de-120m2-%C3%A0-hay-mly-rachid
86 m²,4 Pièces,3 Chambres,,Bon état,"1er
					étage",,Berrechid,Terrasse Salon Marocain Salon européen Antenne parabolique Climatisation Cuisine équipée  Type du sol:  Marbre  ,580000 DH,https://www.mubawab-media.com/ad/7/634/295F/h/IMG_20220918_204350_719_40781306.jpg,https://www.mubawab.ma/fr/a/7634295/appartement-a-vendre-finition-haute-stanging
182 m²,5 Pièces,3 Chambres,2 Salles de bains,Bon état,"4ème
					étage",20-30 ans,Centre Ville à Mohammedia, Orientation:  Sud  Jardin Terrasse Concierge Façade extérieure Salon Marocain Salon européen Antenne parabolique Cuisine équipée Réfrigérateur Four Machine à laver Micro-ondes  Type du sol:  Carrelage  ,1700000 DH,https://www.mubawab-media.com/ad/7/634/361F/h/DSC_0009_40798362.JPG,https://www.mubawab.ma/fr/a/7634361/grand-appartement-avec-terrasse-centre-mohammedia
100 m²,3 Pièces,3 Chambres,2 Salles de bains,Nouveau,,,Sidi bouzekri à Meknes,Salon Marocain Cuisine équipée ,500000 DH,https://www.mubawab-media.com/ad/7/634/284F/h/24_40779032.jpg,https://www.mubawab.ma/fr/a/7634284/appartement-%C3%A0-ouislane-meknes
85 m²,3 Pièces,2 Chambres,2 Salles de bains,Nouveau,"2ème
					étage",5-10 ans,Had Soualem,Terrasse Concierge Chambre rangement Façade extérieure Salon Marocain Antenne parabolique  Type du sol:  Carrelage  ,420000 DH,https://www.mubawab-media.com/ad/7/294/226F/h/photo_1_14220862.jpg,https://www.mubawab.ma/fr/a/7294226/appartement-%C3%A0-vendre
79 m²,3 Pièces,2 Chambres,2 Salles de bains,Bon état,"3ème
					étage",1-5 ans,Errahma,Jardin Garage Ascenseur Vue sur mer Concierge Salon européen Antenne parabolique Cuisine équipée Réfrigérateur Four Machine à laver  Type du sol:  Carrelage  ,110000000 DH,https://www.mubawab-media.com/ad/7/634/217F/h/photo_0_40774031.jpg,https://www.mubawab.ma/fr/a/7634217/vente-d-un-bel-appartement-%C3%A0-errahma-2-belles-chambres-jardin-et-ascenseur
145 m²,4 Pièces,3 Chambres,3 Salles de bains,,,,Bouskoura,Terrasse Garage Piscine Cheminée ,2650000 DH,https://www.mubawab-media.com/ad/7/554/603F/h/magnifique-appartement-a-vendre-3-chambres-bouskoua-0f79c3f3e971e1af245a3551b53a8737-s-1_64033990.jpg,https://www.mubawab.ma/fr/a/7554603/magnifique-appartement-a-vendre-3-chambres-bouskoua
230 m²,,4 Chambres,2 Salles de bains,,,,Gauthier à Casablanca,,3600000 DH,https://www.mubawab-media.com/ad/7/633/352F/h/spacieux-sans-vis-a-vis-gauthier-1c6a0198177bfcc9bd93f6aab94aad3c-s_64031819.jpg,https://www.mubawab.ma/fr/a/7633352/spacieux-sans-vis-a-vis-gauthier
141 m²,3 Pièces,3 Chambres,2 Salles de bains,Bon état,,,Racine à Casablanca,Ascenseur Cuisine équipée ,2850000 DH,https://www.mubawab-media.com/ad/7/544/814F/h/au-calme-a-racine-b7878ce80d74da1a16440ea13358102d-s_64035925.jpg,https://www.mubawab.ma/fr/a/7544814/au-calme-a-racine
236 m²,,3 Chambres,2 Salles de bains,,,,Racine à Casablanca,Garage ,3700000 DH,https://www.mubawab-media.com/ad/7/610/314F/h/coeur-triangle-dor-8e241a00e2905962b86a2e25a7945c70-s_64032751.jpg,https://www.mubawab.ma/fr/a/7610314/coeur-triangle-d%E2%80%99or
60 m²,3 Pièces,2 Chambres,2 Salles de bains,Nouveau,"2ème
					étage",,Dar Bouazza, Orientation:  Sud  Terrasse Ascenseur Vue sur mer Chambre rangement Façade extérieure Salon Marocain Salon européen Antenne parabolique Cheminée Climatisation Cuisine équipée Four  Type du sol:  Marbre  ,650000 DH,https://www.mubawab-media.com/ad/7/632/948F/h/Fa%C3%A7ade_40758785.jpg,https://www.mubawab.ma/fr/a/7632948/apt-f3-neuf-%C3%A0-5-min-du-morroco-mall-vue-mer
